Watershed,Record_Type,Date,Year,Month,Day,Hour,Ca_ueq_L,Mg_ueq_L,NO3_ueq_L,SO4_ueq_L,NH4_ueq_L,DOC_mg_L
WB,REG,12/23/1996,1996,12,23,10,97,34,30.4,183,1.4,2.1
EB,REG,12/23/1996,1996,12,23,11,57,20,0.4,92,1.4,2.5
EB,ISCO,12/25/1996,1996,12,25,4,56,18,1.3,87,1.4,3
WB,ISCO,12/25/1996,1996,12,25,4,98,30,31.7,180,1.4,1.9
EB,ISCO,12/25/1996,1996,12,25,8,55,17,1.5,87,1.4,2.9
WB,ISCO,12/25/1996,1996,12,25,8,97,30,34.4,191,1.4,1.8
EB,ISCO,12/27/1996,1996,12,27,16,58,18,0.7,91,1.4,2.1
WB,ISCO,12/27/1996,1996,12,27,16,96,31,30.2,179,1.4,1.5
WB,REG,12/31/1996,1996,12,31,11,106,34,36.6,190,1.4,1.6
EB,REG,12/31/1996,1996,12,31,12,58,21,1.2,93,1.4,2.1
WB,ISCO,1/3/1997,1997,1,3,16,97,34,29.7,170,1.4,1.3
WB,REG,1/7/1997,1997,1,7,11,98,35,29.4,165,1.4,1.6
EB,REG,1/7/1997,1997,1,7,12,61,21,3.3,94,1.4,1.6
EB,REG,1/14/1997,1997,1,14,12,61,21,3.5,95,1.4,1.4
WB,REG,1/14/1997,1997,1,14,13,96,34,27.6,155,1.4,1.2
EB,ISCO,1/17/1997,1997,1,17,16,58,19,6.6,90,1.4,2
WB,ISCO,1/17/1997,1997,1,17,16,94,34,28.6,162,1.4,1.4
EB,REG,1/21/1997,1997,1,21,12,67,22,2.4,99,1.4,1.5
WB,REG,1/21/1997,1997,1,21,12,98,35,28,165,1.4,1.4
WB,ISCO,1/24/1997,1997,1,24,16,115,41,29.3,159,1.4,1.2
WB,ISCO,1/25/1997,1997,1,25,14,99,35,29,154,1.4,1.8
WB,ISCO,1/25/1997,1997,1,25,20,99,34,37.6,190,1.4,1.8
WB,ISCO,1/26/1997,1997,1,26,2,103,35,39.8,196,1.4,1.7
WB,REG,1/28/1997,1997,1,28,14,109,35,32.9,169,1.4,1.5
EB,REG,1/28/1997,1997,1,28,15,67,24,4.5,91,1.4,1.6
WB,ISCO,1/31/1997,1997,1,31,16,114,39,33,172,1.4,1.3
WB,ISCO,2/2/1997,1997,2,2,16,113,39,30.3,165,1.4,1.3
EB,REG,2/4/1997,1997,2,4,13,72,26,2.1,97,1.4,1.7
WB,REG,2/4/1997,1997,2,4,13,112,39,29.6,162,1.4,1.3
WB,ISCO,2/7/1997,1997,2,7,16,114,39,31.1,160,1.4,1.2
WB,ISCO,2/9/1997,1997,2,9,16,114,39,29.1,157,1.4,1.2
EB,REG,2/11/1997,1997,2,11,12,71,26,2.6,98,1.4,1.4
WB,REG,2/11/1997,1997,2,11,12,113,39,29.6,160,1.4,1.2
EB,ISCO,2/14/1997,1997,2,14,16,90,29,4.5,96,1.4,1.7
WB,ISCO,2/14/1997,1997,2,14,16,109,39,19.4,134,1.4,1.2
EB,ISCO,2/16/1997,1997,2,16,16,71,25,3.6,95,1.4,1.3
WB,ISCO,2/16/1997,1997,2,16,16,106,39,23.7,140,1.4,2.1
EB,REG,2/18/1997,1997,2,18,12,71,26,3.7,95,1.4,1.4
WB,REG,2/18/1997,1997,2,18,13,128,43,28.9,148,1.4,1.3
EB,ISCO,2/21/1997,1997,2,21,16,69,26,6.1,92,1.4,1.6
WB,ISCO,2/23/1997,1997,2,23,16,109,40,24.7,138,1.4,1.3
WB,ISCO,2/23/1997,1997,2,23,16,110,41,34.5,151,1.4,1.4
EB,REG,2/25/1997,1997,2,25,13,72,26,6.1,93,1.4,1.7
WB,REG,2/25/1997,1997,2,25,13,110,40,33.6,154,1.4,2.3
WB,ISCO,2/28/1997,1997,2,28,16,111,41,24.2,139,1.4,1.2
WB,ISCO,3/2/1997,1997,3,2,16,108,43,28.8,147,1.4,1.6
EB,REG,3/4/1997,1997,3,4,11,67,26,4.9,94,1.4,1.3
WB,REG,3/4/1997,1997,3,4,11,112,41,35.9,158,1.4,0.9
WB,ISCO,3/7/1997,1997,3,7,16,111,40,27.3,148,1.4,1.1
WB,ISCO,3/9/1997,1997,3,9,16,109,40,25.1,147,1.4,1.1
WB,REG,3/11/1997,1997,3,11,13,109,39,29.4,154,1.4,1
EB,REG,3/11/1997,1997,3,11,14,75,28,2.7,97,1.4,1.4
EB,ISCO,3/14/1997,1997,3,14,16,71,26,2.9,98,1.4,1.3
WB,ISCO,3/14/1997,1997,3,14,16,112,39,27.1,151,1.4,1.1
EB,ISCO,3/16/1997,1997,3,16,16,71,25,2.6,98,1.4,1.4
WB,ISCO,3/16/1997,1997,3,16,16,110,39,28.2,146,1.4,1.1
EB,REG,3/18/1997,1997,3,18,14,70,26,2.7,96,1.4,1.4
WB,REG,3/18/1997,1997,3,18,14,113,40,30.7,150,1.4,1
EB,ISCO,3/21/1997,1997,3,21,16,71,26,2.4,99,1.4,1.2
WB,ISCO,3/21/1997,1997,3,21,16,112,41,24,139,1.4,1.1
EB,REG,3/25/1997,1997,3,25,12,71,26,2.4,97,1.4,1.3
WB,REG,3/25/1997,1997,3,25,12,110,41,25.2,148,1.4,1
WB,ISCO,3/25/1997,1997,3,25,16,110,40,51.4,186,13.9,2
WB,ISCO,3/26/1997,1997,3,26,16,103,38,55.7,222,29.4,2.4
WB,ISCO,3/31/1997,1997,3,31,16,107,38,57.1,205,13.3,1.6
WB,ISCO,4/1/1997,1997,4,1,16,110,39,56.8,198,8.31,1.5
EB,REG,4/8/1997,1997,4,8,11,53,23,7.6,85,1.4,2.7
WB,REG,4/8/1997,1997,4,8,11,99,37,62.6,195,2.77,2.3
WB,ISCO,4/11/1997,1997,4,11,16,107,37,49,160,1.4,1.5
WB,ISCO,4/13/1997,1997,4,13,16,106,36,51.9,163,1.4,1.4
EB,REG,4/15/1997,1997,4,15,12,58,23,4.1,87,1.4,1.8
WB,REG,4/15/1997,1997,4,15,12,108,37,54.6,170,1.4,1.5
WB,ISCO,4/18/1997,1997,4,18,16,87,31,58.4,178,1.4,1.9
WB,ISCO,4/21/1997,1997,4,21,16,92,33,58.4,172,1.4,1.6
WB,ISCO,4/24/1997,1997,4,24,16,95,34,62.5,178,1.4,1.7
WB,ISCO,4/27/1997,1997,4,27,16,99,35,55,167,1.4,1.4
EB,REG,4/29/1997,1997,4,29,11,50,21,5.8,83,1.4,2.1
WB,REG,4/29/1997,1997,4,29,11,95,34,70.6,188,3.88,1.8
EB,ISCO,5/2/1997,1997,5,2,16,48,21,5.2,84,1.4,2.2
WB,ISCO,5/2/1997,1997,5,2,16,91,34,64,170,1.4,1.5
EB,ISCO,5/6/1997,1997,5,6,16,47,21,4.8,85,1.4,2.3
WB,ISCO,5/6/1997,1997,5,6,16,88,33,74,180,1.4,1.5
EB,ISCO,5/8/1997,1997,5,8,16,47,21,4.8,85,1.4,2.1
WB,ISCO,5/8/1997,1997,5,8,16,88,34,71,180,6.09,1.3
EB,ISCO,5/11/1997,1997,5,11,16,48,21,2.9,88,1.4,1.9
WB,ISCO,5/11/1997,1997,5,11,16,91,35,65,170,1.4,1.3
WB,REG,5/13/1997,1997,5,13,12,90,35,56,160,1.4,1.8
EB,REG,5/13/1997,1997,5,13,13,50,21,2,90,1.4,2.8
EB,ISCO,5/16/1997,1997,5,16,16,52,21,6.9,83,1.4,2.6
WB,ISCO,5/16/1997,1997,5,16,16,108,36,67,170,1.4,1.2
EB,ISCO,5/20/1997,1997,5,20,16,52,21,2.6,88,1.4,2.1
WB,ISCO,5/20/1997,1997,5,20,16,106,36,70,170,1.4,1.3
EB,ISCO,5/22/1997,1997,5,22,16,54,21,1.8,89,1.4,1.8
WB,ISCO,5/22/1997,1997,5,22,16,108,37,60,160,1.4,1.2
EB,ISCO,5/25/1997,1997,5,25,16,55,21,0.05,91,1.4,1.9
WB,ISCO,5/25/1997,1997,5,25,16,107,37,51,160,1.4,1.2
EB,REG,5/27/1997,1997,5,27,13,59,22,0.05,91,1.4,1.6
WB,REG,5/27/1997,1997,5,27,13,112,37,46,170,1.4,1.3
EB,ISCO,5/30/1997,1997,5,30,16,55,22,0.05,95,1.4,2
WB,ISCO,5/30/1997,1997,5,30,16,92,36,38.4,157,1.4,1.3
EB,ISCO,6/3/1997,1997,6,3,16,54,22,0.05,96,1.4,2
WB,ISCO,6/3/1997,1997,6,3,16,87,37,30.7,157,1.4,1.2
EB,ISCO,6/5/1997,1997,6,5,16,55,23,0.05,95,1.4,2
WB,ISCO,6/5/1997,1997,6,5,16,87,37,23.4,157,1.4,1.2
EB,ISCO,6/8/1997,1997,6,8,16,56,23,0.05,97,1.4,1.8
WB,ISCO,6/8/1997,1997,6,8,16,85,36,18.8,155,1.4,1.3
EB,REG,6/10/1997,1997,6,10,12,56,24,0.05,98,1.4,1.6
WB,REG,6/10/1997,1997,6,10,12,83,36,13.9,155,1.4,1.2
EB,ISCO,6/13/1997,1997,6,13,16,62,26,0.05,97,1.4,2
WB,ISCO,6/13/1997,1997,6,13,16,90,39,16.3,160,1.4,1.2
EB,ISCO,6/16/1997,1997,6,16,16,60,26,0.05,97,1.4,1.7
WB,ISCO,6/16/1997,1997,6,16,16,90,38,10.9,159,1.4,1.2
EB,ISCO,6/19/1997,1997,6,19,16,61,25,0.05,95,1.4,1.9
WB,ISCO,6/19/1997,1997,6,19,16,89,37,6,155,1.4,1.3
EB,ISCO,6/22/1997,1997,6,22,16,58,24,0.05,96,1.4,2.2
WB,ISCO,6/22/1997,1997,6,22,16,86,36,7.3,160,1.4,1.2
EB,REG,6/24/1997,1997,6,24,13,61,25,0.05,97,1.4,1.7
WB,REG,6/24/1997,1997,6,24,13,91,37,10.6,156,1.4,1.4
EB,ISCO,6/27/1997,1997,6,27,16,67,25,0.05,98,1.4,1.8
WB,ISCO,6/27/1997,1997,6,27,16,92,35,4.7,153,1.4,1.1
EB,ISCO,6/30/1997,1997,6,30,16,75,27,0.05,97,1.4,1.7
WB,ISCO,6/30/1997,1997,6,30,16,92,35,2.3,154,1.4,1.2
WB,ISCO,7/4/1997,1997,7,4,4,113,39,31.3,158,1.4,1.8
EB,ISCO,7/4/1997,1997,7,4,16,65,22,0.05,90,1.4,2.3
WB,ISCO,7/4/1997,1997,7,4,16,110,39,36.2,159,1.4,1.4
WB,ISCO,7/5/1997,1997,7,5,4,114,39,36.3,159,1.4,1.4
EB,ISCO,7/5/1997,1997,7,5,16,63,22,0.05,92,1.4,2.1
EB,ISCO,7/6/1997,1997,7,6,16,66,23,0.05,94,1.4,2
WB,ISCO,7/6/1997,1997,7,6,16,118,39,41.9,165,1.4,1.4
WB,REG,7/8/1997,1997,7,8,11,103,36,9.6,165,1.4,1.5
EB,REG,7/8/1997,1997,7,8,12,70,24,0.05,96,1.4,2
EB,ISCO,9/29/1997,1997,9,29,16,87,31,0.05,108,1.4,1.8
WB,ISCO,9/29/1997,1997,9,29,16,89,37,3,143,1.4,1.8
WB,REG,9/30/1997,1997,9,30,12,98,39,0.05,152,1.4,1.5
EB,ISCO,11/2/1997,1997,11,2,8,71,24,1.7,98,1.4,3.5
WB,ISCO,11/2/1997,1997,11,2,10,123,46,50.1,207,1.4,2.4
EB,ISCO,11/2/1997,1997,11,2,14,71,24,0.05,101,1.4,3.3
WB,ISCO,11/2/1997,1997,11,2,16,127,44,55.1,205,1.4,2.1
WB,ISCO,11/3/1997,1997,11,3,2,121,40,56.9,206,1.4,2.1
EB,ISCO,11/3/1997,1997,11,3,8,66,22,0.05,99,1.4,2.9
WB,ISCO,11/3/1997,1997,11,3,8,118,39,53.3,217,1.4,2.4
EB,ISCO,11/3/1997,1997,11,3,24,68,23,0.05,97,1.4,3.4
EB,REG,11/4/1997,1997,11,4,11,67,22,0.05,100,1.4,3.4
WB,REG,11/4/1997,1997,11,4,11,117,39,41.2,203,1.4,1.8
EB,ISCO,11/7/1997,1997,11,7,16,67,26,0.05,100,1.4,2.1
WB,ISCO,11/7/1997,1997,11,7,16,117,44,26.9,193,1.4,1.5
EB,ISCO,11/9/1997,1997,11,9,16,68,26,0.05,96,1.4,2.1
WB,ISCO,11/9/1997,1997,11,9,16,114,43,23.4,188,1.4,1.5
EB,REG,11/11/1997,1997,11,11,9,66,25,0.05,97,1.4,2.1
WB,REG,11/11/1997,1997,11,11,9,113,40,36.7,201,1.4,2.2
WB,REG,11/18/1997,1997,11,18,11,113,41,27.5,183,1.4,1.6
EB,REG,11/18/1997,1997,11,18,12,68,23,0.05,96,1.4,2.1
EB,ISCO,11/18/1997,1997,11,18,16,64,22,0.05,95,1.4,2.2
EB,ISCO,11/18/1997,1997,11,18,16,66,23,1,94,1.4,2.2
WB,ISCO,11/18/1997,1997,11,18,16,112,39,30.5,190,1.4,2.3
WB,ISCO,11/18/1997,1997,11,18,16,112,39,28.9,187,1.4,1.6
WB,REG,11/25/1997,1997,11,25,11,105,38,29.8,193,10.5,1.7
EB,REG,11/25/1997,1997,11,25,12,66,23,0.05,105,1.4,2.2
EB,ISCO,11/25/1997,1997,11,25,16,63,22,0.05,102,1.4,1.9
EB,ISCO,11/25/1997,1997,11,25,16,64,22,0.05,102,1.4,1.9
WB,ISCO,11/25/1997,1997,11,25,16,109,40,26.8,185,1.4,1.8
WB,ISCO,11/25/1997,1997,11,25,16,110,39,26.9,177,1.4,1.5
EB,REG,12/9/1997,1997,12,9,11,67,24,0.05,100,1.4,3.3
WB,REG,12/9/1997,1997,12,9,11,107,40,33.2,171,1.4,1.4
EB,ISCO,12/9/1997,1997,12,9,16,67,23,0.05,103,3.32,1.7
EB,ISCO,12/9/1997,1997,12,9,16,67,23,0.05,99,1.4,1.7
EB,ISCO,12/9/1997,1997,12,9,16,67,23,0.05,100,1.4,1.5
WB,ISCO,12/9/1997,1997,12,9,16,110,40,34.5,181,1.4,1.3
WB,ISCO,12/9/1997,1997,12,9,16,109,40,33.4,179,1.4,1.3
WB,ISCO,12/9/1997,1997,12,9,16,109,39,33.5,175,1.4,1.2
EB,REG,12/16/1997,1997,12,16,11,70,25,0.05,106,1.4,1.8
WB,REG,12/16/1997,1997,12,16,11,106,40,33,170,1.4,1.1
EB,ISCO,12/16/1997,1997,12,16,16,67,24,0.05,103,1.4,1.6
EB,ISCO,12/16/1997,1997,12,16,16,68,24,0.05,102,1.4,1.6
WB,ISCO,12/16/1997,1997,12,16,16,107,40,30.8,170,1.4,1.1
WB,ISCO,12/16/1997,1997,12,16,16,105,40,31.5,175,1.4,1.1
EB,REG,12/30/1997,1997,12,30,13,62,23,,,1.4,2.3
WB,REG,12/30/1997,1997,12,30,13,105,41,,,1.4,1.5
EB,ISCO,12/30/1997,1997,12,30,16,69,24,,,1.4,1.8
EB,ISCO,12/30/1997,1997,12,30,16,72,26,,,1.4,1.5
EB,ISCO,12/30/1997,1997,12,30,16,71,25,,,1.4,2.1
WB,ISCO,12/30/1997,1997,12,30,16,107,41,,,1.4,1.2
WB,ISCO,12/30/1997,1997,12,30,16,107,41,,,1.4,1.1
WB,ISCO,12/30/1997,1997,12,30,16,106,41,,,1.4,1.4
EB,REG,1/14/1998,1998,1,14,13,66,24,2.3,97,1.4,1.3
WB,REG,1/14/1998,1998,1,14,14,108,41,46.8,164,1.4,1.1
WB,REG,1/21/1998,1998,1,21,12,104,39,42.3,167,1.4,1.7
EB,REG,1/21/1998,1998,1,21,13,63,23,1.1,100,1.4,1.9
EB,ISCO,1/23/1998,1998,1,23,16,63,24,0.05,105,1.4,1.3
EB,ISCO,1/24/1998,1998,1,24,16,50,19,4.1,85,1.4,2.1
WB,ISCO,1/24/1998,1998,1,24,16,91,35,45.2,174,4.99,1.9
EB,ISCO,1/24/1998,1998,1,24,22,49,20,4.1,88,1.4,2.9
EB,ISCO,1/25/1998,1998,1,25,6,51,20,2.7,93,1.4,2.5
WB,ISCO,1/25/1998,1998,1,25,16,107,39,78.1,212,1.4,2.5
EB,ISCO,1/26/1998,1998,1,26,16,53,21,0.05,97,1.4,2
WB,ISCO,1/26/1998,1998,1,26,16,104,39,72.8,195,1.4,2
WB,ISCO,1/27/1998,1998,1,27,16,105,39,69.6,195,1.4,1.6
WB,REG,1/28/1998,1998,1,28,12,107,39,64.6,186,1.4,1.4
EB,REG,1/28/1998,1998,1,28,13,56,21,0.05,97,1.4,1.8
EB,ISCO,1/31/1998,1998,1,31,16,59,22,0.05,97,1.4,2.1
WB,ISCO,1/31/1998,1998,1,31,16,109,39,57.8,180,1.4,1.6
EB,ISCO,2/4/1998,1998,2,4,16,61,22,0.05,96,1.4,2.4
WB,ISCO,2/4/1998,1998,2,4,16,108,40,52.4,176,1.4,1.6
EB,ISCO,2/8/1998,1998,2,8,16,63,23,0.05,99,1.4,2.6
WB,ISCO,2/8/1998,1998,2,8,16,106,40,49.2,172,1.4,1.4
EB,REG,2/11/1998,1998,2,11,11,61,23,0.05,102,1.4,2.6
WB,REG,2/11/1998,1998,2,11,11,103,40,47.4,171,1.4,1.6
EB,ISCO,2/12/1998,1998,2,12,14,56,21,9.1,85,1.4,2.6
WB,ISCO,2/12/1998,1998,2,12,16,94,35,49.4,158,1.4,2.6
EB,ISCO,2/12/1998,1998,2,12,20,56,21,7.8,86,1.4,2.5
WB,ISCO,2/12/1998,1998,2,12,22,101,37,69,186,1.4,1.7
EB,ISCO,2/13/1998,1998,2,13,6,53,21,4.1,88,1.4,2.3
EB,ISCO,2/13/1998,1998,2,13,16,53,20,2.4,90,1.4,2.2
WB,ISCO,2/13/1998,1998,2,13,16,103,38,77.5,189,1.4,2.1
EB,ISCO,2/15/1998,1998,2,15,16,55,21,1.3,95,1.4,2.2
WB,ISCO,2/15/1998,1998,2,15,16,102,39,69.8,183,1.4,1.9
EB,REG,2/18/1998,1998,2,18,10,57,21,0.05,98,1.4,1.9
WB,REG,2/18/1998,1998,2,18,11,104,39,61.3,179,1.4,1.4
EB,ISCO,2/27/1998,1998,2,27,16,50,19,0.05,91,1.4,2.1
WB,ISCO,2/27/1998,1998,2,27,16,93,35,59.9,185,1.4,1.6
EB,ISCO,2/28/1998,1998,2,28,16,47,17,0.05,87,1.4,2.3
WB,ISCO,2/28/1998,1998,2,28,16,88,33,61.6,186,1.4,1.6
EB,ISCO,3/1/1998,1998,3,1,16,47,17,0.05,90,1.4,2.1
WB,ISCO,3/1/1998,1998,3,1,16,88,33,61.2,192,1.4,
EB,ISCO,3/2/1998,1998,3,2,8,47,17,0.05,89,1.4,2.1
WB,ISCO,3/2/1998,1998,3,2,16,88,33,57.7,190,1.4,1.7
EB,REG,3/3/1998,1998,3,3,11,48,18,0.05,90,1.4,2.9
WB,REG,3/3/1998,1998,3,3,11,90,34,59,194,1.4,2
EB,ISCO,3/7/1998,1998,3,7,16,52,20,0.05,92,1.4,2.1
EB,ISCO,3/9/1998,1998,3,9,14,49,19,2,81,1.4,2.5
EB,ISCO,3/9/1998,1998,3,9,20,41,16,3.5,69,1.4,5.2
EB,ISCO,3/10/1998,1998,3,10,0,35,15,3,65,1.4,4.9
EB,ISCO,3/10/1998,1998,3,10,4,37,16,2.2,74,1.4,4.3
EB,ISCO,3/10/1998,1998,3,10,8,37,16,1.5,76,1.4,4
WB,REG,3/10/1998,1998,3,10,13,96,36,44.9,205,1.4,2.5
EB,REG,3/10/1998,1998,3,10,14,39,16,0.2,79,1.4,3.4
EB,ISCO,3/10/1998,1998,3,10,16,41,16,0.05,78,1.4,3.1
WB,ISCO,3/10/1998,1998,3,10,16,94,35,37.7,182,1.4,3
WB,ISCO,3/10/1998,1998,3,10,20,95,35,39.5,187,1.4,2.4
WB,ISCO,3/11/1998,1998,3,11,0,96,35,39.7,183,1.4,2.3
EB,ISCO,3/12/1998,1998,3,12,16,41,16,0.05,80,1.4,2.8
EB,ISCO,3/14/1998,1998,3,14,16,42,16,0.05,80,1.4,2.7
EB,REG,3/16/1998,1998,3,16,12,52,19,1.6,85,1.4,2
WB,REG,3/16/1998,1998,3,16,12,99,36,40.3,179,1.4,1.3
EB,ISCO,3/19/1998,1998,3,19,16,52,21,0.05,91,1.4,1.5
WB,ISCO,3/19/1998,1998,3,19,16,94,36,36.8,171,1.4,1.3
EB,ISCO,3/22/1998,1998,3,22,16,51,21,0.05,92,1.4,1.6
WB,ISCO,3/22/1998,1998,3,22,16,92,36,34.6,165,1.4,1.4
EB,REG,3/25/1998,1998,3,25,12,53,21,0.05,91,1.4,1.7
WB,REG,3/25/1998,1998,3,25,13,94,36,33.5,162,1.4,1.4
EB,ISCO,3/27/1998,1998,3,27,16,45,19,1.4,87,1.4,2.3
WB,ISCO,3/27/1998,1998,3,27,16,87,35,36.3,184,1.4,1.6
WB,ISCO,3/28/1998,1998,3,28,16,88,35,51,184,1.4,2.1
EB,ISCO,3/28/1998,1998,3,28,20,40,17,1.4,85,1.4,3.5
EB,ISCO,3/29/1998,1998,3,29,16,38,16,1.6,84,1.4,2.8
WB,ISCO,3/29/1998,1998,3,29,16,85,35,52.8,190,1.4,2.2
EB,ISCO,3/31/1998,1998,3,31,16,38,16,0.05,88,1.4,2.8
WB,ISCO,3/31/1998,1998,3,31,16,83,32,44.6,193,1.4,2
EB,ISCO,4/3/1998,1998,4,3,16,41,18,0.05,90,1.4,2
WB,ISCO,4/3/1998,1998,4,3,16,83,32,42.1,195,1.4,2
EB,REG,4/6/1998,1998,4,6,11,44,19,0.05,91,1.4,2.3
WB,REG,4/6/1998,1998,4,6,11,85,34,36.1,185,1.4,1.9
EB,ISCO,4/9/1998,1998,4,9,16,46,19,0.05,93,1.4,2.8
WB,ISCO,4/9/1998,1998,4,9,16,87,35,30.6,172,1.4,1.8
EB,ISCO,4/11/1998,1998,4,11,16,48,19,0.05,93,1.4,2.5
WB,ISCO,4/11/1998,1998,4,11,16,88,35,28.9,172,1.4,2.2
EB,REG,4/13/1998,1998,4,13,14,49,20,0.05,95,1.4,2.1
WB,REG,4/13/1998,1998,4,13,14,87,35,27,174,1.4,1.7
EB,REG,4/22/1998,1998,4,22,12,51,19,0.05,93,1.4,1.9
WB,REG,4/22/1998,1998,4,22,12,98,34,31.4,184,1.4,2.4
EB,ISCO,4/22/1998,1998,4,22,16,54,21,0.05,97,1.4,1.5
EB,ISCO,4/22/1998,1998,4,22,16,51,19,0.05,94,1.4,2
EB,ISCO,4/22/1998,1998,4,22,16,49,18,0.05,92,1.4,2.1
WB,ISCO,4/22/1998,1998,4,22,16,91,35,23.1,170,1.4,1.5
WB,ISCO,4/22/1998,1998,4,22,16,97,35,33.3,181,1.4,1.5
WB,ISCO,4/22/1998,1998,4,22,16,94,34,36.1,192,1.4,1.5
EB,REG,4/28/1998,1998,4,28,14,48,21,0.05,96,1.4,2
WB,REG,4/28/1998,1998,4,28,14,86,33,26.3,182,1.4,1.7
EB,ISCO,4/28/1998,1998,4,28,16,46,18,0.05,92,1.4,2.8
EB,ISCO,4/28/1998,1998,4,28,16,45,18,0.05,92,1.4,2.5
WB,ISCO,4/28/1998,1998,4,28,16,83,33,32.2,189,1.4,2
WB,ISCO,4/28/1998,1998,4,28,16,82,33,30.8,188,1.4,3
EB,ISCO,5/1/1998,1998,5,1,16,48,20,0.2,94,1.4,3.8
WB,ISCO,5/1/1998,1998,5,1,16,87,34,20.7,172,1.4,1.9
EB,ISCO,5/3/1998,1998,5,3,16,47,19,0.05,91,1.4,3.2
WB,ISCO,5/3/1998,1998,5,3,16,84,33,19.6,165,1.4,4.2
EB,REG,5/5/1998,1998,5,5,12,48,19,0.3,93,1.4,2.6
WB,REG,5/5/1998,1998,5,5,12,88,34,22.2,178,1.4,6.5
EB,REG,5/12/1998,1998,5,12,13,47,18,0.05,98,1.4,2.7
WB,REG,5/12/1998,1998,5,12,13,86,32,19.3,187,1.4,1.9
EB,REG,5/19/1998,1998,5,19,12,50,20,0.05,102,1.4,1.9
WB,REG,5/19/1998,1998,5,19,12,83,33,11.3,177,1.4,1.5
EB,ISCO,5/21/1998,1998,5,21,16,51,20,0.05,101,1.4,2.2
WB,ISCO,5/21/1998,1998,5,21,16,83,33,8.4,173,1.4,1.6
EB,ISCO,5/22/1998,1998,5,22,10,45,18,0.05,91,1.4,2.8
EB,ISCO,5/22/1998,1998,5,22,16,43,17,0.05,91,1.4,2.9
WB,ISCO,5/22/1998,1998,5,22,16,91,33,21.4,196,1.4,1.9
EB,ISCO,5/23/1998,1998,5,23,16,44,17,0.05,94,1.4,2.5
WB,ISCO,5/23/1998,1998,5,23,16,92,33,22.6,195,1.4,1.7
EB,REG,5/27/1998,1998,5,27,14,50,20,0.05,99,1.4,2.2
WB,REG,5/27/1998,1998,5,27,14,88,33,12.4,197,1.4,1.9
EB,ISCO,5/29/1998,1998,5,29,16,53,21,0.05,100,1.4,3.3
WB,ISCO,5/29/1998,1998,5,29,16,89,35,8.5,181,1.4,1.5
EB,ISCO,5/31/1998,1998,5,31,16,53,21,0.05,98,1.4,2.2
WB,ISCO,5/31/1998,1998,5,31,16,87,35,7.1,180,1.4,1.5
WB,REG,6/2/1998,1998,6,2,10,83,35,6.6,174,1.4,1.6
EB,REG,6/2/1998,1998,6,2,11,54,22,0.05,101,1.4,2.3
EB,ISCO,6/5/1998,1998,6,5,16,57,23,0.05,101,1.4,1.8
WB,ISCO,6/5/1998,1998,6,5,16,88,35,6.2,174,1.4,1.3
EB,REG,6/9/1998,1998,6,9,11,54,23,2.4,105,1.4,1.6
WB,REG,6/9/1998,1998,6,9,11,87,35,4.6,172,1.4,1.3
WB,REG,6/16/1998,1998,6,16,10,90,34,17.8,188,1.4,2.4
EB,REG,6/16/1998,1998,6,16,11,49,19,0.05,84,1.4,3.2
WB,REG,6/23/1998,1998,6,23,13,89,33,7.8,185,1.4,2.4
EB,REG,6/23/1998,1998,6,23,14,58,20,0.05,94,1.4,2
EB,ISCO,6/23/1998,1998,6,23,16,53,19,0.05,91,1.4,2.7
EB,ISCO,6/23/1998,1998,6,23,16,54,19,0.05,93,1.4,2.5
WB,ISCO,6/23/1998,1998,6,23,16,93,32,11.9,192,1.4,2.1
WB,ISCO,6/23/1998,1998,6,23,16,89,33,9.7,188,1.4,2.1
EB,REG,6/30/1998,1998,6,30,13,57,19,0.05,95,1.4,2.1
WB,REG,6/30/1998,1998,6,30,13,96,33,10.6,191,1.4,1.9
EB,ISCO,6/30/1998,1998,6,30,16,59,21,0.05,98,1.4,2.1
EB,ISCO,6/30/1998,1998,6,30,16,55,18,0.05,92,1.4,2.7
EB,ISCO,6/30/1998,1998,6,30,16,56,18,0.05,91,1.4,2.4
WB,ISCO,6/30/1998,1998,6,30,16,97,34,6,183,1.4,1.5
WB,ISCO,6/30/1998,1998,6,30,16,102,32,11.8,191,1.4,2
WB,ISCO,6/30/1998,1998,6,30,16,101,32,15.7,198,1.4,1.8
EB,REG,7/7/1998,1998,7,7,13,60,21,0.05,96,1.4,3.2
WB,REG,7/7/1998,1998,7,7,13,95,35,5.6,178,1.4,1.9
EB,ISCO,7/7/1998,1998,7,7,16,55,19,0.05,94,1.4,2.7
EB,ISCO,7/7/1998,1998,7,7,16,57,21,0.05,95,1.4,3.1
WB,ISCO,7/7/1998,1998,7,7,16,98,33,6.9,191,1.4,2.1
WB,ISCO,7/7/1998,1998,7,7,16,96,34,6.6,184,1.4,2.5
WB,ISCO,7/7/1998,1998,7,7,18,98,34,6.7,181,1.4,1.9
EB,ISCO,7/10/1998,1998,7,10,16,56,21,0.05,98,1.4,2
WB,ISCO,7/10/1998,1998,7,10,16,85,33,4.3,163,1.4,1.5
WB,REG,7/14/1998,1998,7,14,12,87,33,3.2,167,1.4,1.5
EB,REG,7/14/1998,1998,7,14,13,59,21,0.05,93,1.4,2
WB,REG,7/21/1998,1998,7,21,12,88,34,3,168,1.4,1.7
EB,REG,7/21/1998,1998,7,21,13,65,22,0.05,103,1.4,1.8
