STCODE,ENTITY,SITECODE,WATERYEAR,Q_AREA_YR,QCODE_YR,PH_YR,PHCODE_YR,COND_YR,CONDCODE_YR,ALK_YR,ALKCODE_YR,SSED_YR,SSEDCODE_YR,SI_YR,SICODE_YR,UTP_YR,UTPCODE_YR,TDP_YR,TDPCODE_YR,PARTP_YR,PARTPCODE_YR,PO4P_YR,PO4PCODE_YR,UTN_YR,UTNCODE_YR,TDN_YR,TDNCODE_YR,DON_YR,DONCODE_YR,PARTN_YR,PARTNCODE_YR,UTKN_YR,UTKNCODE_YR,TKN_YR,TKNCODE_YR,NH3N_YR,NH3NCODE_YR,NO3N_YR,NO3NCODE_YR,NA_YR,NACODE_YR,K_YR,KCODE_YR,CA_YR,CACODE_YR,MG_YR,MGCODE_YR,SO4S_YR,SO4SCODE_YR,CL_YR,CLCODE_YR,DOC_YR,DOCCODE_YR
CF002,3,"GSWS02",1997,209.24,A,7.4,A,30.3,A,14.87,A,11.13,Q,8.15,A,0.041,A,0.034,A,0.007,D,0.021,A,0.04,D,0.02,D,0.01,D*,0.01,D,0.04,A,0.02,*,0.010,*,0.001,*,2.02,A,0.34,A,2.92,A,0.71,A,0.10,A,0.69,A,,N
CF002,3,"GSWS02",1998,117.46,A,7.4,A,34.8,A,16.21,A,6.35,A,8.62,A,0.037,A,0.030,A,0.007,D,0.020,A,0.05,D,0.03,D,0.02,D,0.02,D,0.05,A,0.03,A,0.010,*,0.002,*,2.32,A,0.36,A,3.29,A,0.79,A,0.12,I,1.16,I,,N
CF002,3,"GSWS02",1999,188.14,A,7.3,A,29.9,A,14.79,A,3.66,A,8.42,A,0.033,A,0.029,A,0.004,D,0.020,A,0.03,D,0.02,D,0.01,D,0.01,D,0.03,*,0.02,*,0.011,*,0.001,*,2.06,A,0.34,A,2.96,A,0.70,A,0.11,I,0.83,I,,N
CF002,3,"GSWS02",2000,154.09,E,7.3,A,30.7,A,15.07,A,13.34,A,8.42,A,0.034,A,0.030,A,0.004,D,0.021,A,0.04,D,0.02,D,0.02,D,0.02,D,0.04,A,0.02,A,0.008,*,0.001,*,2.14,A,0.36,A,3.01,A,0.67,A,0.11,A,1.28,A,,N
CF002,3,"GSWS02",2001,49.03,E,7.5,A,36.6,A,17.61,A,1.72,A,8.96,A,0.038,A,0.034,A,0.004,D,0.025,A,0.06,DQ,0.04,DQ,0.03,D,0.01,D,0.05,A,0.04,A,0.016,*,0.003,Q,2.62,A,0.38,A,3.62,A,0.82,A,0.13,A,1.44,A,1.35,I
CF002,3,"GSWS02",2002,142.18,A,7.4,I,31.5,I,15.82,I,4.01,A,8.40,I,0.032,A,0.026,A,0.006,D,0.020,I,0.04,ID,0.03,ID,0.02,ID,0.01,ID,0.04,I,0.03,I*,0.005,I*,0.001,I*,2.22,I,0.35,I,3.19,I,0.72,I,0.12,I,0.88,I,0.93,I
CF002,3,"GSWS02",2003,118.59,A,7.4,A,32.9,A,16.30,A,1.56,A,8.64,A,0.033,A,0.029,A,0.004,D,0.021,A,0.04,D,0.04,D,0.03,D,0.01,D,0.04,A,0.04,A,0.008,*,0.001,*,2.35,A,0.37,A,3.25,A,0.79,A,0.12,A,0.87,A,1.08,I
CF002,3,"GSWS02",2004,128.66,E,7.3,A,32.9,A,15.93,A,2.62,A,8.59,A,0.036,A,0.032,A,0.004,D,0.022,A,0.07,D,0.04,D,0.03,D,0.02,D,0.06,A,0.04,A,0.014,*,0.003,*,2.36,A,0.36,A,3.18,A,0.71,A,0.13,A,0.92,A,1.44,I
CF002,3,"GSWS02",2005,89.86,E,7.4,A,36.8,A,17.97,A,2.74,A,9.19,A,0.038,A,0.034,A,0.005,D,0.023,A,0.06,D,0.04,D,0.03,D,0.02,D,0.06,I,0.04,I,0.010,*,0.001,*,2.56,A,0.37,A,3.66,A,0.54,A,0.12,A,0.78,A,1.61,A
CF002,3,"GSWS02",2006,148.18,E,7.4,A,31.9,A,15.73,A,121.48,A,8.42,A,0.074,Q,0.029,A,0.044,DQ,0.021,A,0.14,A,0.04,A,0.03,D,0.11,D,,N,,N,0.007,*,0.001,*,2.42,A,0.38,A,3.03,A,0.67,A,0.10,A,0.89,A,1.53,A
CF002,3,"GSWS02",2007,127.11,E,7.4,A,32.8,A,15.81,A,19.17,A,8.84,A,0.044,A,0.034,A,0.010,D,0.021,A,0.09,A,0.04,A,0.04,D*,0.05,D,,N,,N,0.005,*,0.000,*,2.37,A,0.37,A,3.14,A,0.85,A,0.11,A,0.85,A,1.25,A
CF002,3,"GSWS02",2008,157.13,E,7.4,A,32.6,A,15.74,A,8.84,A,8.60,A,0.040,Q,0.032,A,0.008,DQ,0.019,A,0.06,A,0.04,A,0.04,D,0.02,D,,N,,N,0.005,*,0.000,*,2.35,A,0.35,A,3.26,A,0.65,A,0.11,A,0.87,A,1.18,A
CF002,3,"GSWS02",2009,125.91,E,7.5,A,31.2,A,15.68,A,74.37,A,8.03,A,0.070,A,0.034,A,0.036,D,0.017,A,0.13,A,0.04,A,0.04,D,0.10,D,,N,,N,0.005,*,0.001,*,2.31,A,0.36,A,3.11,A,0.62,A,0.10,A,0.87,A,1.45,A
CF002,3,"GSWS02",2010,108.72,A,7.5,A,34.1,A,16.89,A,31.95,A,8.59,A,0.056,Q,0.031,A,0.025,DQ,0.020,A,0.11,A,0.04,A,0.04,D*,0.07,D,,N,,N,0.007,*,0.000,*,2.29,A,0.37,A,3.37,A,0.51,A,0.11,A,0.92,A,1.46,A
CF002,3,"GSWS02",2011,159.35,E,7.4,A,32.3,A,15.76,A,12.68,A,8.37,A,0.033,A,0.022,A,0.011,D,0.020,A,0.06,A,0.04,*,0.03,D,0.02,D,,N,,N,0.015,*,0.000,*,2.27,A,0.35,A,3.20,A,0.59,A,0.11,A,0.88,A,1.12,A
CF002,3,"GSWS02",2012,149.54,E,7.4,A,31.1,A,15.52,A,7.48,A,8.29,A,0.027,A,0.020,A,0.007,D,0.018,A,0.05,*,0.01,*,0.01,D,0.04,D,,N,,N,0.011,*,0.002,*,2.23,A,0.35,A,3.12,A,0.74,A,0.11,A,0.80,A,1.15,A
CF002,3,"GSWS02",2013,119.34,E,7.4,A,33.3,A,16.71,A,3.32,A,8.63,A,0.024,A,0.021,A,0.003,D,0.019,A,0.04,A,0.03,*,0.03,D*,0.01,D,,N,,N,0.004,*,0.001,*,2.34,A,0.36,A,3.32,A,0.80,A,0.11,A,0.74,A,1.26,A
CF002,3,"GSWS02",2014,125.45,E,7.4,A,32.7,A,16.20,A,6.33,A,8.50,A,0.028,A,0.022,A,0.007,D,0.019,A,0.04,A,0.02,*,0.02,D*,0.02,D,,N,,N,0.005,*,0.000,*,2.33,A,0.36,A,3.27,A,0.78,A,0.11,A,0.80,A,1.23,A
CF002,3,"GSWS02",2015,88.38,E,7.3,I,35.4,I,17.09,I,2.22,I,8.71,I,0.026,I,0.024,I,0.003,ID,0.022,I,0.05,I,0.04,I,0.03,ID*,0.01,ID,,N,,N,0.003,I*,0.001,I*,2.50,I,0.37,I,3.53,I,0.84,I,0.11,I,0.76,I,1.47,I
CF002,3,"GSWS02",2016,123.87,E,7.5,I,32.5,I,16.26,I,4.70,I,8.53,I,0.029,I,0.023,I,0.006,ID,0.022,I,0.04,I*,0.03,I*,0.02,ID*,0.01,ID,,N,,N,0.006,I*,0.001,I*,2.25,I,0.35,I,3.16,I,0.77,I,0.11,I,0.83,I,1.26,I
CF002,3,"GSWS02",2017,160.59,A,7.5,A,33.1,A,16.04,A,6.63,A,8.48,A,0.032,A,0.023,A,0.008,D,0.024,A,0.04,*,0.02,*,0.01,D*,0.02,D,,N,,N,0.005,*,0.001,*,2.34,A,0.35,A,3.30,A,0.79,A,0.11,A,0.80,A,1.15,A
CF002,3,"GSWS02",2018,108.81,E,7.4,A,33.0,I,17.11,A,2.24,A,8.84,A,0.027,A,0.024,A,0.003,D,0.024,A,0.03,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.008,*,0.000,*,2.38,A,0.35,A,3.42,A,0.81,A,0.11,A,0.76,A,1.19,A
CF002,3,"GSWS06",1972,230.64,A,7.2,I,,N,17.46,A,6.78,A,5.77,Q,,N,0.034,A,,N,0.016,A,,N,0.03,D,0.03,D,,N,,N,0.03,A,0.006,A,0.000,A,1.86,A,0.10,A,3.12,A,0.90,A,,N,,N,,N
CF002,3,"GSWS06",1973,71.67,E,7.1,IE,,N,18.79,A,4.67,E,3.88,Q,,N,0.034,E,,N,0.011,E,,N,0.03,DE,0.02,IDE,,N,,N,0.02,E,0.001,IE,0.003,E,1.51,E,0.20,E,2.25,E,0.67,E,,N,,N,,N
CF002,3,"GSWS06",1974,260.67,E,7.3,I,,N,20.58,A,1.11,A,5.19,Q,,N,0.034,E,,N,0.020,E,,N,0.02,DE,,N,,N,,N,0.02,E,,N,0.000,E,2.04,A,0.58,A,3.78,A,1.01,A,,N,,N,,N
CF002,3,"GSWS06",1975,195.75,A,7.4,I,,N,18.42,E,4.66,E,5.14,Q,0.055,I,0.030,A,0.023,ID,0.010,A,,N,0.07,IDE,,N,,N,,N,0.04,E,,N,0.024,I,2.03,A,0.40,A,3.13,A,0.86,A,,N,,N,,N
CF002,3,"GSWS06",1976,208.52,A,7.4,I,34.2,IE,17.92,I,8.77,I,5.04,IQ,0.041,I,0.031,I,0.010,ID,0.015,I,,N,0.08,ID,,N,,N,,N,0.04,I,,N,0.037,I,2.01,I,0.36,I,4.00,I,0.90,I,,N,,N,,N
CF002,3,"GSWS06",1977,72.72,A,7.3,A,38.6,A,19.67,A,1.41,A,5.11,Q,0.044,A,0.026,A,0.018,D,0.012,A,,N,0.09,D,,N,,N,,N,0.05,A,,N,0.046,A,1.99,A,0.45,A,4.06,A,0.91,E,,N,,N,,N
CF002,3,"GSWS06",1978,191.85,E,7.1,A,36.6,A,17.08,A,14.71,A,5.49,Q,0.041,E,0.032,A,0.010,DE,0.016,A,0.04,ID,0.07,D,0.00,ID,0.01,ID,0.04,I,0.04,A,0.003,I,0.028,A,1.93,E,0.40,A,3.30,A,0.86,A,0.21,I,2.03,I,,N
CF002,3,"GSWS06",1979,146.70,E,7.4,I,43.6,I,18.08,I,1.75,I,6.54,IQ,0.033,IE,0.025,I,0.007,IDE,0.016,I,0.07,ID,0.05,IDE,0.02,IDE,0.02,IDE,0.04,I,0.02,IE,0.006,I,0.026,I,1.63,I,0.49,I,3.93,I,0.82,I,0.14,I,0.83,I,,N
CF002,3,"GSWS06",1980,144.66,E,7.2,A,43.0,I,20.42,A,2.66,A,7.98,Q,0.035,A,0.031,A,0.004,D,0.015,A,0.05,DE,0.04,D,0.02,D,0.01,DE,0.04,E,0.03,A,0.008,A,0.010,A,1.97,A,0.45,A,3.31,A,0.95,A,0.29,I,0.82,I,,N
CF002,3,"GSWS06",1981,158.47,E,7.2,A,35.7,A,20.58,A,4.05,A,7.74,Q,0.038,A,0.033,A,0.005,D,0.015,A,0.04,DE,0.03,DE,0.03,DE,0.00,DE,0.04,E,0.03,E,0.004,A,0.004,A,1.77,A,0.37,A,3.31,A,0.96,A,,N,,N,,N
CF002,3,"GSWS06",1982,222.78,E,7.2,A,32.8,A,16.42,A,1.37,I,7.60,Q,0.044,A,0.043,A,0.003,D,0.015,I,0.05,DE,0.04,D,0.03,ID,0.01,DE,0.05,E,0.04,A,0.009,I,0.005,A,1.89,A,0.37,A,3.29,A,0.93,A,,N,,N,,N
CF002,3,"GSWS06",1983,205.44,A,7.3,A,33.4,A,16.42,A,1.50,A,6.17,Q,0.033,A,0.032,A,0.003,D,,N,0.04,DE,0.04,DE,0.01,ID,0.01,D,0.04,A,0.04,A,0.021,I,0.004,E,1.84,A,0.37,A,3.21,E,0.90,A,,N,,N,,N
CF002,3,"GSWS06",1984,203.79,E,7.2,A,31.5,A,17.12,A,1.64,I,8.04,A,0.025,A,0.021,A,0.005,D,,N,0.05,DE,0.03,DE,0.01,D,0.02,D,0.03,A,0.02,A,0.003,A,0.017,E,1.96,A,0.35,A,3.13,E,0.85,A,0.28,I,0.74,I,,N
CF002,3,"GSWS06",1985,154.38,E,7.5,A,36.1,A,18.04,A,0.73,A,8.43,A,0.036,A,0.033,A,0.006,D,,N,0.03,ID,0.02,ID,0.01,ID,0.01,ID,0.02,I,0.02,I,0.008,A,0.004,A,1.95,A,0.30,A,3.06,E,0.91,A,,N,,N,,N
CF002,3,"GSWS06",1986,149.66,A,7.4,A,34.8,A,17.04,A,5.16,A,8.07,A,0.033,A,0.027,A,0.006,D,,N,0.03,D,0.01,D,0.01,D,0.02,D,0.03,A,0.01,A,0.004,A,0.003,A,1.93,A,0.34,A,3.58,E,0.95,A,,N,,N,,N
CF002,3,"GSWS06",1987,118.93,A,7.4,I,36.0,I,17.62,I,1.24,I,8.00,I,0.034,I,0.030,I,0.004,ID,,N,0.02,ID,0.02,ID,0.02,ID,0.00,ID,0.02,I,0.02,I,0.005,I,0.001,I,2.02,I,0.35,I,3.55,IE,1.00,I,,N,,N,,N
CF002,3,"GSWS06",2003,124.01,A,7.5,I,37.0,I,19.12,I,11.27,I,8.09,I,0.021,I,0.017,I,0.005,ID,0.011,I,0.03,ID*,0.02,ID*,0.01,ID,0.01,ID,0.03,I*,0.02,I*,0.008,I*,0.000,I*,2.02,I,0.36,I,3.86,I,1.21,I,0.08,I,0.63,I,0.55,I
CF002,3,"GSWS06",2004,124.81,A,7.4,A,37.8,A,19.33,A,5.27,A,8.09,A,0.024,Q,0.020,A,0.004,DQ,0.012,A,0.03,DQ,0.03,DQ,0.02,DQ,0.01,DQ,0.03,Q,0.03,Q,0.014,*,0.001,*,2.06,A,0.35,A,3.93,A,1.18,A,0.10,A,0.65,A,0.38,I
CF002,3,"GSWS06",2005,79.66,A,7.5,A,40.1,A,20.46,A,2.55,A,8.62,A,0.026,A,0.022,A,0.004,D,0.013,A,0.03,D*,0.02,D*,0.02,D*,0.01,D,0.03,I*,0.02,I,0.008,*,0.000,*,2.14,A,0.37,A,4.18,A,0.82,A,0.08,A,0.61,A,0.53,A
CF002,3,"GSWS06",2006,158.58,E,7.5,A,37.3,A,19.21,A,34.52,A,7.89,A,0.027,A,0.020,A,0.007,D,0.012,A,0.04,*,0.02,*,0.01,D*,0.02,D,,N,,N,0.011,*,0.000,*,2.03,A,0.35,A,3.90,A,0.99,A,0.07,A,0.69,A,0.54,A
CF002,3,"GSWS06",2007,136.55,E,7.5,A,37.4,A,19.04,A,2.94,A,8.36,A,0.027,A,0.023,A,0.004,D,0.012,A,0.02,*,0.02,*,0.02,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.11,A,0.37,A,3.78,A,1.26,A,0.07,A,0.62,A,0.42,A
CF002,3,"GSWS06",2008,173.41,E,7.5,A,39.4,A,20.08,A,3.58,A,8.26,A,0.025,A,0.024,A,0.002,D,0.012,A,0.02,*,0.02,*,0.02,D,0.00,D,,N,,N,0.005,*,0.000,*,2.15,A,0.36,A,4.21,A,1.01,A,0.07,A,0.60,A,0.39,A
CF002,3,"GSWS06",2009,129.48,A,7.6,A,36.8,A,19.00,A,143.47,A,7.79,A,0.032,A,0.024,A,0.008,D,0.011,A,0.03,*,0.02,A,0.02,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.09,A,0.35,A,3.91,A,0.92,A,0.07,A,0.60,A,0.46,A
CF002,3,"GSWS06",2010,123.00,E,7.6,A,38.9,A,19.97,A,3.01,A,8.06,A,0.023,A,0.021,A,0.002,D,0.012,A,0.02,*,0.02,*,0.01,D*,0.01,D,,N,,N,0.009,*,0.001,*,2.02,A,0.36,A,4.08,A,0.76,A,0.07,A,0.64,A,0.42,A
CF002,3,"GSWS06",2011,173.75,A,7.5,A,38.6,A,19.51,A,20.93,A,7.79,A,0.019,A,0.012,A,0.007,D,0.011,A,0.02,Q,0.02,Q,0.02,DQ,0.01,DQ,,N,,N,0.011,*,0.000,*,2.08,A,0.35,A,4.09,A,0.90,A,0.07,A,0.61,A,0.47,A
CF002,3,"GSWS06",2012,166.82,A,7.5,A,36.6,A,19.05,A,18.23,A,7.72,A,0.015,A,0.011,A,0.004,D,0.010,A,0.02,*,0.01,*,0.00,D*,0.01,D,,N,,N,0.004,*,0.001,*,2.02,A,0.34,A,3.96,A,1.02,A,0.07,A,0.58,A,0.56,A
CF002,3,"GSWS06",2013,131.01,E,7.5,A,37.6,A,19.53,A,14.37,A,8.04,A,0.014,A,0.012,A,0.002,D,0.011,A,0.02,*,0.01,*,0.01,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.08,A,0.36,A,3.99,A,1.05,A,0.07,A,0.56,A,0.57,A
CF002,3,"GSWS06",2014,140.82,A,7.5,A,38.2,A,19.71,A,16.19,A,7.97,A,0.017,A,0.012,A,0.006,D,0.011,A,0.03,*,0.01,*,0.01,D*,0.01,D,,N,,N,0.004,*,0.000,*,2.10,A,0.36,A,4.14,A,1.07,A,0.07,A,0.59,A,0.56,A
CF002,3,"GSWS06",2015,87.44,E,7.3,A,37.8,A,18.96,A,5.93,A,7.94,A,0.016,A,0.013,A,0.003,D,0.013,A,0.03,A,0.03,*,0.03,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.04,A,0.35,A,4.04,A,1.06,A,0.07,A,0.58,A,0.51,A
CF002,3,"GSWS06",2016,128.58,A,7.5,A,39.3,A,20.51,A,7.75,A,8.11,A,0.015,A,0.012,A,0.003,D,0.012,A,0.02,*,0.02,*,0.01,D*,0.00,D,,N,,N,0.005,*,0.001,*,2.10,A,0.36,A,4.13,A,1.09,A,0.07,A,0.64,A,0.58,A
CF002,3,"GSWS06",2017,176.04,A,7.6,A,39.6,A,19.90,A,14.07,A,7.97,A,0.015,A,0.012,A,0.003,D,0.014,A,0.01,*,0.01,*,0.00,D*,0.00,D,,N,,N,0.005,*,0.001,*,2.15,A,0.36,A,4.24,A,1.10,A,0.07,A,0.62,A,0.50,A
CF002,3,"GSWS06",2018,115.61,A,7.5,A,36.2,I,20.54,A,1.42,A,8.36,A,0.015,A,0.013,A,0.002,D,0.014,A,0.01,*,0.01,*,0.01,D*,0.00,D,,N,,N,0.010,*,0.000,*,2.13,A,0.36,A,4.22,A,1.09,A,0.07,A,0.60,A,0.44,A
CF002,3,"GSWS07",1972,162.13,A,7.2,IE,,N,14.17,I,3.10,I,5.11,IQ,,N,0.036,I,,N,0.019,I,,N,0.03,ID,0.03,ID,,N,,N,0.03,I,0.005,I,0.001,I,1.68,I,0.15,I,2.64,I,0.76,I,,N,,N,,N
CF002,3,"GSWS07",1973,55.44,A,7.2,IE,,N,18.12,A,2.38,E,3.70,Q,,N,0.060,E,,N,0.023,E,,N,0.04,DE,0.03,IDE,,N,,N,0.03,E,0.001,IE,0.002,E,1.67,E,0.36,E,2.48,E,0.80,E,,N,,N,,N
CF002,3,"GSWS07",1974,171.35,E,7.1,I,,N,16.67,A,1.16,A,4.62,Q,,N,0.044,E,,N,0.024,E,,N,0.02,DE,,N,,N,,N,0.02,E,,N,0.000,E,1.86,A,0.68,A,2.93,A,0.81,A,,N,,N,,N
CF002,3,"GSWS07",1975,126.19,E,7.5,I,,N,17.33,E,5.27,E,4.60,Q,0.062,I,0.042,A,0.019,ID,0.019,A,,N,0.08,IDE,,N,,N,,N,0.03,E,,N,0.051,I,2.02,A,0.53,A,2.92,A,0.83,A,,N,,N,,N
CF002,3,"GSWS07",1976,141.73,E,7.3,A,33.7,IE,17.37,A,2.44,A,5.30,Q,0.047,A,0.040,A,0.006,D,0.023,A,,N,0.06,DE,,N,,N,,N,0.05,E,,N,0.009,A,2.03,A,0.51,A,3.72,A,0.87,A,,N,,N,,N
CF002,3,"GSWS07",1977,47.89,E,7.4,A,41.4,A,21.00,A,1.69,A,6.53,Q,0.056,A,0.040,A,0.017,D,0.023,A,,N,0.04,D,,N,,N,,N,0.04,A,,N,0.007,A,2.17,A,0.60,A,4.58,A,0.97,A,,N,,N,,N
CF002,3,"GSWS07",1978,127.94,E,7.0,A,35.7,A,17.00,A,3.86,A,5.23,Q,0.047,E,0.035,A,0.012,DE,0.021,A,0.03,ID,0.06,D,0.00,ID,0.01,ID,0.03,I,0.04,A,0.018,I,0.019,A,1.97,A,0.52,A,3.08,A,0.85,A,0.07,I,0.92,I,,N
CF002,3,"GSWS07",1979,91.90,E,7.4,A,40.1,I,18.96,A,0.77,E,7.30,Q,0.041,E,0.033,A,0.008,DE,0.024,A,0.04,D,0.03,D,0.02,ID,0.01,D,0.03,A,0.02,A,0.006,I,0.003,A,1.80,A,0.63,E,4.02,A,0.87,A,0.13,A,0.92,A,,N
CF002,3,"GSWS07",1980,86.58,E,7.2,A,54.8,I,21.17,A,1.83,A,9.18,Q,0.046,A,0.041,A,0.005,D,0.022,A,0.03,D,0.03,D,0.02,D,0.01,D,0.03,A,0.03,A,0.007,A,0.002,A,2.16,A,0.62,E,3.67,A,1.04,A,0.29,I,0.90,I,,N
CF002,3,"GSWS07",1981,100.07,E,7.3,E,38.3,A,22.67,A,2.38,A,8.79,Q,0.051,A,0.043,A,0.008,D,0.022,A,0.05,DE,0.03,DE,0.03,DE,0.01,DE,0.04,E,0.03,E,0.006,A,0.002,A,1.94,A,0.55,A,3.46,A,1.04,A,,N,,N,,N
CF002,3,"GSWS07",1982,139.78,E,7.1,A,32.7,A,16.37,A,1.13,I,8.05,Q,0.050,A,0.045,A,0.006,D,0.020,I,0.03,D,0.02,D,0.02,ID,0.01,D,0.02,A,0.02,A,0.002,I,0.006,A,1.95,A,0.51,A,3.17,A,0.95,A,,N,,N,,N
CF002,3,"GSWS07",1983,126.62,A,7.3,A,34.7,A,17.33,A,0.74,A,7.08,Q,0.042,A,0.040,A,0.004,D,,N,0.04,D,0.04,D,0.01,ID,0.00,D,0.04,A,0.03,A,0.007,I,0.005,A,1.98,A,0.59,E,3.21,E,0.95,A,,N,,N,,N
CF002,3,"GSWS07",1984,129.06,A,7.2,A,33.2,A,18.25,A,1.23,A,8.84,A,0.032,A,0.029,A,0.003,D,,N,0.03,DE,0.02,DE,0.02,D,0.01,D,0.03,A,0.02,A,0.001,A,0.004,E,2.08,A,0.50,A,3.10,E,0.90,A,0.29,I,0.96,I,,N
CF002,3,"GSWS07",1985,111.55,A,7.6,A,37.3,A,18.67,A,0.88,A,9.06,A,0.041,A,0.037,A,0.005,D,,N,0.04,D,0.03,D,0.02,D,0.01,D,0.04,A,0.03,A,0.013,A,0.004,A,2.04,A,0.46,A,3.00,E,0.94,A,,N,,N,,N
CF002,3,"GSWS07",1986,106.48,E,7.4,A,35.4,A,17.17,A,3.54,A,8.64,A,0.042,A,0.034,A,0.008,D,,N,0.03,D,0.02,D,0.01,D,0.01,D,0.03,A,0.02,A,0.005,A,0.004,A,2.02,A,0.51,A,3.48,E,0.96,A,,N,,N,,N
CF002,3,"GSWS07",1987,83.81,E,7.4,I,37.7,I,17.87,I,2.46,I,8.78,I,0.043,I,0.039,I,0.005,ID,,N,0.03,ID,0.02,ID,0.02,ID,0.01,ID,0.03,I,0.02,I,0.005,I,0.002,I,2.17,I,0.54,I,3.53,IE,1.02,I,,N,,N,,N
CF002,3,"GSWS07",2002,111.02,A,7.4,I,33.8,I,17.83,I,2.30,I,8.36,I,0.024,I,0.020,I,0.004,ID,0.015,I,0.02,ID*,0.02,ID*,0.02,ID,0.00,ID,0.02,I*,0.02,I*,0.004,I*,0.001,I*,1.95,I,0.47,I,3.43,I,0.93,I,0.06,I,0.58,I,0.63,I
CF002,3,"GSWS07",2003,85.49,A,7.5,A,36.2,A,18.67,A,2.70,A,8.85,A,0.027,A,0.023,A,0.004,D,0.017,A,0.03,D*,0.02,D*,0.02,D,0.01,D,0.03,*,0.02,A,0.006,*,0.000,*,2.10,A,0.53,A,3.60,A,1.08,A,0.06,A,0.58,A,0.76,I
CF002,3,"GSWS07",2004,88.57,A,7.4,A,36.1,A,18.37,A,4.74,A,8.79,A,0.031,A,0.026,A,0.005,D,0.017,A,0.05,D*,0.04,D*,0.03,D,0.02,D,0.05,A,0.04,A,0.008,*,0.001,*,2.12,A,0.51,A,3.55,A,1.03,A,0.07,A,0.61,A,0.50,I
CF002,3,"GSWS07",2005,56.71,E,7.6,A,42.2,A,21.58,A,5.28,A,10.00,A,0.038,A,0.031,A,0.007,D,0.021,A,0.05,D*,0.03,D*,0.02,D*,0.02,D,0.06,I,0.03,I*,0.008,*,0.001,*,2.36,A,0.57,A,4.19,A,0.80,A,0.06,A,0.59,A,0.70,A
CF002,3,"GSWS07",2006,110.91,A,7.4,A,34.7,A,17.96,A,18.60,A,8.43,A,0.035,A,0.025,A,0.010,D,0.016,A,0.04,*,0.02,*,0.02,D*,0.02,D,,N,,N,0.006,*,0.001,*,2.07,A,0.50,A,3.42,A,0.91,A,0.05,A,0.60,A,0.71,A
CF002,3,"GSWS07",2007,93.41,E,7.4,A,35.6,A,17.96,A,2.98,A,8.97,A,0.033,A,0.030,A,0.004,D,0.017,A,0.04,A,0.02,*,0.02,D*,0.02,D,,N,,N,0.003,*,0.000,*,2.13,A,0.52,A,3.41,A,1.14,A,0.06,A,0.61,A,0.61,A
CF002,3,"GSWS07",2008,118.26,E,7.5,A,37.8,A,19.17,A,3.08,A,8.86,A,0.033,A,0.029,A,0.004,D,0.016,A,0.03,A,0.03,*,0.02,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.24,A,0.50,A,3.81,A,0.93,A,0.06,A,0.64,A,0.52,A
CF002,3,"GSWS07",2009,88.30,E,7.6,I,38.1,I,19.67,I,3.46,I,8.78,I,0.037,I,0.032,I,0.005,ID,0.018,I,0.05,I,0.04,I*,0.03,ID,0.01,ID,,N,,N,0.005,I*,0.001,I*,2.25,I,0.53,I,3.87,I,0.93,I,0.06,I,0.59,I,0.59,I
CF002,3,"GSWS07",2010,83.41,A,7.6,A,40.2,A,20.56,A,4.39,A,8.98,A,0.031,A,0.026,A,0.005,D,0.017,A,0.03,*,0.03,*,0.02,D*,0.01,D,,N,,N,0.009,*,0.000,*,2.15,A,0.54,A,4.02,A,0.75,A,0.05,A,0.65,A,0.60,A
CF002,3,"GSWS07",2011,115.46,A,7.5,A,36.9,A,18.76,A,18.81,A,8.22,A,0.023,A,0.016,A,0.007,D,0.015,A,0.04,Q,0.03,Q,0.03,DQ,0.02,DQ,,N,,N,0.007,*,0.000,*,2.11,A,0.50,A,3.69,A,0.84,A,0.06,A,0.59,A,0.56,A
CF002,3,"GSWS07",2012,111.79,E,7.5,A,36.1,A,18.73,A,21.23,A,8.31,A,0.019,A,0.015,A,0.004,D,0.014,A,0.03,*,0.01,*,0.01,D*,0.02,D,,N,,N,0.004,*,0.001,*,2.07,A,0.49,A,3.69,A,1.02,A,0.06,A,0.55,A,0.57,A
CF002,3,"GSWS07",2013,87.20,E,7.5,A,37.8,A,19.63,A,4.58,A,8.82,A,0.018,A,0.016,A,0.002,D,0.015,A,0.03,*,0.02,*,0.01,D*,0.01,D,,N,,N,0.004,*,0.000,*,2.15,A,0.52,A,3.84,A,1.08,A,0.06,A,0.54,A,0.56,A
CF002,3,"GSWS07",2014,90.48,A,7.6,A,38.6,A,19.95,A,4.21,A,8.74,A,0.020,A,0.017,A,0.004,D,0.015,A,0.02,*,0.01,*,0.01,D*,0.01,D,,N,,N,0.004,*,0.000,*,2.19,A,0.52,A,3.98,A,1.10,A,0.06,A,0.59,A,0.56,A
CF002,3,"GSWS07",2015,59.27,A,7.4,A,40.2,A,20.13,A,7.02,A,9.02,A,0.023,A,0.020,A,0.004,D,0.019,A,0.04,*,0.03,*,0.03,D*,0.01,D*,,N,,N,0.002,*,0.000,*,2.23,A,0.54,A,4.08,A,1.15,A,0.06,A,0.58,A,0.72,A
