STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,MEAN_LPS,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO
CF002,2,"GSWS08",2006,2006,2,P,16.10,18.16,A,7.34,A,31.82,A,16.06,A,0.27,A,7.61,A,0.029,A,0.027,A,0.017,A,0.002,D,0.03,A,0.03,A,0.01,D*,0.01,D,,N,,N,0.013,*,0.002,*,3.01,A,0.39,A,2.96,A,0.51,A,0.10,A,0.67,A,0.91,A
CF002,2,"GSWS08",2006,2006,3,F,6.80,8.49,A,7.40,A,33.08,A,16.67,A,0.20,A,7.85,A,0.028,A,0.027,A,0.018,A,0.001,D,0.02,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.007,*,0.001,*,2.82,A,0.43,A,2.92,A,0.50,A,0.12,A,0.87,A,0.85,A
CF002,2,"GSWS08",2006,2006,4,F,12.96,15.66,A,7.40,A,33.80,A,16.90,A,0.28,A,7.94,A,0.035,A,0.033,A,0.018,A,0.002,D,0.02,A,0.03,A,0.02,D,0.00,D,,N,,N,0.007,*,0.002,A,2.77,A,0.43,A,2.98,A,0.62,A,0.11,A,0.86,A,0.80,A
CF002,2,"GSWS08",2006,2006,5,F,2.73,3.41,A,7.50,A,38.32,A,19.09,A,0.46,A,8.50,A,0.035,A,0.033,A,0.022,A,0.003,D,0.04,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.006,*,0.000,*,3.22,A,0.47,A,3.50,A,0.73,A,0.12,A,0.66,A,0.97,A
CF002,2,"GSWS08",2006,2006,6,F,2.95,3.56,A,7.50,A,40.71,A,20.21,A,0.24,A,8.76,A,0.035,A,0.035,A,0.024,A,0.001,D,0.05,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.009,*,0.000,*,3.49,A,0.48,A,3.80,A,0.80,A,0.11,A,0.61,A,1.12,A
CF002,2,"GSWS08",2006,2006,7,F,1.05,1.31,A,7.57,A,45.29,A,22.98,A,0.20,A,9.15,A,0.037,A,0.037,A,0.026,A,0.001,D,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.008,*,0.000,*,4.00,A,0.54,A,4.10,A,0.87,A,0.11,A,0.66,A,0.93,A
CF002,2,"GSWS08",2006,2006,8,F,0.38,0.47,A,7.51,A,49.41,A,24.83,A,0.21,A,9.46,A,0.040,A,0.041,A,0.027,A,0.001,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.006,*,0.001,*,4.56,A,0.66,A,4.35,A,0.98,A,0.10,A,0.68,A,1.01,A
CF002,2,"GSWS08",2006,2006,9,F,0.27,0.33,A,7.64,A,51.67,A,26.02,A,0.08,Q,9.25,A,0.054,A,0.050,A,0.033,A,0.005,D,0.05,A,0.08,A,0.07,D*,0.00,D,,N,,N,0.004,*,0.000,*,5.05,A,0.65,A,4.55,A,1.02,A,0.11,A,0.72,A,1.35,A
CF002,2,"GSWS08",2007,2006,10,F,0.30,0.38,A,7.60,A,51.44,A,25.65,A,0.53,A,8.81,A,0.051,A,0.053,A,0.034,A,0.000,D,0.05,A,0.05,A,0.04,D*,0.00,D,,N,,N,0.004,*,0.000,*,5.19,A,0.62,A,4.57,A,1.03,A,0.13,A,0.78,A,1.80,A
CF002,2,"GSWS08",2007,2006,11,F,16.28,19.67,A,7.40,A,33.76,A,16.25,A,8.11,A,7.74,A,0.044,A,0.038,A,0.023,A,0.006,D,0.08,A,0.04,A,0.04,D*,0.04,D,,N,,N,0.004,*,0.000,*,2.89,A,0.48,A,3.24,A,0.73,A,0.10,A,0.69,A,1.92,A
CF002,2,"GSWS08",2007,2006,12,P,28.63,35.75,A,7.30,A,29.79,A,14.40,A,51.57,A,7.33,A,0.036,A,0.034,A,0.019,A,0.003,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.005,*,0.000,*,2.40,A,0.41,A,2.66,A,0.63,A,0.11,A,0.75,A,1.30,A
CF002,2,"GSWS08",2007,2007,1,P,11.38,14.21,A,7.35,A,31.23,A,15.16,A,0.73,A,7.82,A,0.033,A,0.030,A,0.019,A,0.003,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.010,*,0.001,*,2.53,A,0.41,A,2.42,A,0.66,A,0.10,A,0.67,A,0.94,A
CF002,2,"GSWS08",2007,2007,2,F,10.85,12.24,A,7.40,A,32.27,A,16.02,A,0.69,A,7.89,A,0.029,A,0.032,A,0.019,A,0.000,D,0.04,A,0.02,A,0.02,D*,0.02,D,,N,,N,0.003,*,0.000,*,2.65,A,0.43,A,2.96,A,0.70,A,0.11,A,0.66,A,0.99,A
CF002,2,"GSWS08",2007,2007,3,F,14.68,18.33,A,7.40,A,32.10,A,15.85,A,0.53,A,7.92,A,0.029,A,0.030,A,0.018,A,0.000,D,0.04,A,0.02,A,0.02,D*,0.02,D,,N,,N,0.005,*,0.000,*,2.59,A,0.41,A,2.98,A,0.64,A,0.11,A,0.68,A,0.82,A
CF002,2,"GSWS08",2007,2007,4,P,5.25,6.34,A,7.40,A,34.80,A,17.14,A,0.38,A,8.30,A,0.030,A,0.030,A,0.019,A,0.000,D,0.05,A,0.03,A,0.03,D*,0.02,D,,N,,N,0.003,*,0.000,*,2.90,A,0.44,A,3.36,A,0.57,A,0.11,A,0.71,A,0.86,A
CF002,2,"GSWS08",2007,2007,5,P,2.57,3.21,A,7.46,A,37.31,A,18.50,A,0.51,A,8.59,A,0.031,A,0.031,A,0.021,A,0.000,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.001,*,0.000,*,3.14,A,0.47,A,3.34,A,0.58,A,0.11,A,0.62,A,0.77,A
CF002,2,"GSWS08",2007,2007,6,F,1.23,1.49,A,7.53,A,42.72,A,21.25,A,0.54,A,9.01,A,0.043,A,0.042,A,0.024,A,0.001,D,0.04,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.008,*,0.002,*,3.75,A,0.53,A,3.80,A,0.59,A,0.12,A,0.68,A,0.84,A
CF002,2,"GSWS08",2007,2007,7,F,0.55,0.69,A,7.66,A,48.74,A,24.36,A,0.50,A,9.61,A,0.050,A,0.048,A,0.031,A,0.002,D,0.03,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.010,*,0.001,*,4.40,A,0.62,A,4.28,A,0.68,A,0.11,A,0.68,A,0.90,A
CF002,2,"GSWS08",2007,2007,8,P,0.28,0.35,A,7.60,A,52.46,A,26.45,A,0.41,A,9.67,A,0.046,A,0.044,A,0.031,A,0.002,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.001,*,0.001,*,4.91,A,0.67,A,4.63,A,0.74,A,0.11,A,0.69,A,1.15,A
CF002,2,"GSWS08",2007,2007,9,P,0.23,0.28,A,7.60,A,52.24,A,26.20,A,0.43,A,9.34,A,0.047,A,0.044,A,0.030,A,0.003,D,0.05,A,0.06,A,0.05,D*,0.00,D,,N,,N,0.004,*,0.000,*,5.00,A,0.64,A,4.67,A,0.78,A,0.12,A,0.70,A,1.49,A
CF002,2,"GSWS08",2008,2007,10,F,4.25,5.31,E,7.51,A,42.89,A,21.05,A,2.50,A,8.74,A,0.050,A,0.042,A,0.030,A,0.008,D,0.07,A,0.06,A,0.06,D*,0.01,D,,N,,N,0.002,*,0.000,*,3.95,A,0.57,A,4.00,A,0.68,A,0.11,A,0.69,A,2.04,A
CF002,2,"GSWS08",2008,2007,11,F,9.81,11.85,A,7.47,A,36.67,A,17.84,A,1.22,A,8.19,A,0.040,A,0.037,A,0.024,A,0.003,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.002,*,0.000,*,3.14,A,0.47,A,3.53,A,0.54,A,0.11,A,0.71,A,1.58,A
CF002,2,"GSWS08",2008,2007,12,F,17.59,21.96,A,7.40,A,33.15,A,16.16,A,1.12,A,7.92,A,0.034,A,0.030,A,0.020,A,0.004,D,0.05,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.001,*,0.000,*,2.76,A,0.41,A,3.24,A,0.49,A,0.10,A,0.66,A,1.17,A
CF002,2,"GSWS08",2008,2008,1,F,11.65,14.55,A,7.40,A,33.83,A,16.44,A,1.18,A,7.81,A,0.031,A,0.032,A,0.019,A,0.000,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.001,*,2.77,A,0.42,A,3.25,A,0.54,A,0.11,A,0.71,A,0.87,A
CF002,2,"GSWS08",2008,2008,2,F,8.73,10.20,A,7.33,A,35.43,A,16.96,A,1.34,A,7.63,A,0.029,A,0.029,A,0.019,A,0.000,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.002,*,0.000,*,2.89,A,0.43,A,3.42,A,0.57,A,0.11,A,0.75,A,0.72,A
CF002,2,"GSWS08",2008,2008,3,F,15.00,18.73,A,7.38,A,35.04,A,17.52,A,0.76,A,7.51,A,0.031,A,0.029,A,0.018,A,0.002,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.82,A,0.42,A,3.45,A,0.60,A,0.11,A,0.70,A,0.77,A
CF002,2,"GSWS08",2008,2008,4,F,12.57,15.19,A,7.40,A,34.08,A,17.21,A,0.61,A,7.49,A,0.033,A,0.031,A,0.018,A,0.002,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.76,A,0.40,A,3.39,A,0.59,A,0.11,A,0.77,A,0.76,A
CF002,2,"GSWS08",2008,2008,5,P,29.45,36.78,A,7.47,A,33.70,A,17.01,A,0.32,A,7.42,A,0.037,A,0.031,A,0.018,A,0.007,D,0.02,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.007,*,0.000,*,2.65,A,0.40,A,3.30,A,0.61,A,0.10,A,0.67,A,0.70,A
CF002,2,"GSWS08",2008,2008,6,P,7.22,8.72,A,7.43,A,34.02,A,17.16,A,0.41,A,7.64,A,0.041,A,0.035,A,0.017,A,0.007,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.75,A,0.42,A,3.24,A,0.61,A,0.11,A,0.64,A,0.76,A
CF002,2,"GSWS08",2008,2008,7,F,1.19,1.49,A,7.60,A,40.45,A,20.67,A,0.32,A,8.40,A,0.041,A,0.037,A,0.021,A,0.004,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.002,*,0.001,*,3.46,A,0.52,A,3.83,A,0.70,A,0.11,A,0.66,A,0.80,A
CF002,2,"GSWS08",2008,2008,8,F,0.59,0.74,E,7.65,A,47.66,A,24.50,A,0.40,A,8.83,A,0.043,A,0.041,A,0.021,A,0.002,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.000,*,4.28,A,0.58,A,4.32,A,0.76,A,0.11,A,0.66,A,1.12,A
CF002,2,"GSWS08",2008,2008,9,F,0.21,0.25,E,7.66,A,49.98,A,25.62,A,0.40,A,8.80,A,0.046,A,0.044,A,0.020,A,0.002,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.004,*,0.001,*,4.63,A,0.61,A,4.51,A,0.73,A,0.11,A,0.69,A,1.05,A
CF002,2,"GSWS08",2009,2008,10,F,0.39,0.49,A,7.68,A,50.59,A,25.99,A,0.57,A,8.45,A,0.052,A,0.046,A,0.031,A,0.006,D,0.06,A,0.07,A,0.06,D*,0.00,D,,N,,N,0.006,*,0.001,*,5.06,A,0.59,A,4.46,A,0.78,A,0.12,A,0.66,A,1.85,A
CF002,2,"GSWS08",2009,2008,11,F,5.11,6.17,A,7.52,A,40.42,A,20.24,A,1.16,A,7.87,A,0.046,A,0.041,A,0.025,A,0.005,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.005,*,0.000,*,3.68,A,0.51,A,3.69,A,0.61,A,0.11,A,0.68,A,1.69,A
CF002,2,"GSWS08",2009,2008,12,P,9.37,11.70,A,7.33,A,32.67,A,16.39,A,25.75,A,7.20,A,0.040,A,0.034,A,0.018,A,0.006,D,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.003,*,0.001,*,2.84,A,0.43,A,3.17,A,0.50,A,0.11,A,0.67,A,1.24,A
CF002,2,"GSWS08",2009,2009,1,P,27.77,34.68,A,7.33,A,31.60,A,15.82,A,19.86,A,7.22,A,0.036,A,0.032,A,0.016,A,0.004,D,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.004,*,0.001,*,2.69,A,0.42,A,3.08,A,0.50,A,0.11,A,0.66,A,1.14,A
CF002,2,"GSWS08",2009,2009,2,F,7.40,8.35,A,7.49,A,32.54,A,16.39,A,1.34,A,7.53,A,0.029,A,0.027,A,0.016,A,0.002,D,0.03,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.80,A,0.40,A,3.12,A,0.54,A,0.11,A,0.63,A,0.87,A
CF002,2,"GSWS08",2009,2009,3,F,10.90,13.61,A,7.44,A,32.39,A,16.41,A,2.93,A,7.24,A,0.031,A,0.029,A,0.017,A,0.002,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.003,*,0.001,*,2.74,A,0.39,A,3.12,A,0.55,A,0.11,A,0.63,A,0.85,A
CF002,2,"GSWS08",2009,2009,4,F,14.56,17.60,A,7.48,A,32.70,A,16.48,A,1.02,A,7.21,A,0.029,A,0.028,A,0.020,A,0.001,D,0.04,A,0.05,A,0.04,D*,0.00,D,,N,,N,0.004,*,0.000,*,2.64,A,0.41,A,3.15,A,0.56,A,0.10,A,0.60,A,0.82,A
CF002,2,"GSWS08",2009,2009,5,F,9.39,11.72,A,7.50,A,33.21,A,16.89,A,0.59,A,7.41,A,0.030,A,0.029,A,0.018,A,0.001,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.001,*,0.001,*,2.70,A,0.44,A,3.19,A,0.56,A,0.10,A,0.59,A,1.04,A
CF002,2,"GSWS08",2009,2009,6,F,1.80,2.17,A,7.63,A,40.12,A,20.60,A,0.41,A,8.23,A,0.034,A,0.031,A,0.021,A,0.002,D,0.03,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.002,*,3.37,A,0.51,A,3.74,A,0.61,A,0.12,A,0.66,A,0.84,A
CF002,2,"GSWS08",2009,2009,7,F,0.70,0.87,A,7.70,A,45.61,A,23.16,A,0.37,A,8.79,A,0.038,A,0.036,A,0.024,A,0.002,D,0.04,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.001,*,0.001,*,4.03,A,0.59,A,4.15,A,0.66,A,0.12,A,0.71,A,0.92,A
CF002,2,"GSWS08",2009,2009,8,F,0.29,0.36,A,7.70,A,49.59,A,25.14,A,0.22,A,9.10,A,0.039,A,0.040,A,0.027,A,0.001,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.000,*,0.000,*,4.53,A,0.65,A,4.49,A,0.73,A,0.10,A,0.67,A,0.98,A
CF002,2,"GSWS08",2009,2009,9,F,0.16,0.19,A,7.70,A,52.12,A,26.76,A,0.23,A,8.95,A,0.038,A,0.038,A,0.026,A,0.001,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.002,*,0.000,*,4.74,A,0.65,A,4.70,A,0.81,A,0.10,A,0.73,A,1.18,A
CF002,2,"GSWS08",2010,2009,10,F,0.81,1.01,A,7.61,A,49.87,A,24.53,A,1.24,A,8.28,A,0.050,A,0.044,A,0.032,A,0.006,D,0.07,A,0.09,A,0.08,D*,0.00,D,,N,,N,0.008,*,0.005,*,4.67,A,0.62,A,4.28,A,0.62,A,0.12,A,0.90,A,2.82,A
CF002,2,"GSWS08",2010,2009,11,F,5.77,6.97,A,7.46,A,38.47,A,18.89,A,0.73,A,7.88,A,0.040,A,0.037,A,0.025,A,0.003,D,0.06,Q,0.08,Q,0.08,DQ*,0.00,DQ,,N,,N,0.003,*,0.001,*,3.39,A,0.48,A,3.53,A,0.50,A,0.12,A,0.82,A,1.65,A
CF002,2,"GSWS08",2010,2009,12,F,8.66,10.81,A,7.40,A,33.09,A,16.20,A,3.55,A,7.33,A,0.039,A,0.032,A,0.020,A,0.007,D,0.04,A,0.06,A,0.05,D*,0.00,D,,N,,N,0.004,*,0.002,*,2.72,A,0.43,A,3.13,A,0.42,A,0.11,A,0.81,A,1.40,A
CF002,2,"GSWS08",2010,2010,1,F,15.63,19.52,A,7.47,A,32.70,A,16.17,A,1.84,A,7.33,A,0.034,A,0.030,A,0.020,A,0.005,D,0.04,A,0.05,A,0.04,D*,0.00,D,,N,,N,0.006,*,0.003,A,2.55,A,0.43,A,3.08,A,0.37,A,0.11,A,0.76,A,1.17,A
CF002,2,"GSWS08",2010,2010,2,F,6.38,7.20,A,7.50,A,34.87,A,17.57,A,0.33,A,7.84,A,0.035,A,0.034,A,0.021,A,0.001,D,0.05,A,0.05,A,0.04,D*,0.01,D,,N,,N,0.006,*,0.002,A,2.67,A,0.44,A,3.30,A,0.40,A,0.11,A,0.71,A,0.85,A
CF002,2,"GSWS08",2010,2010,3,F,8.38,10.47,A,7.43,A,34.49,A,17.23,A,1.42,A,7.61,A,0.036,A,0.032,A,0.022,A,0.004,D,0.09,A,0.09,A,0.06,D*,0.00,D,,N,,N,0.022,*,0.009,A,2.54,A,0.43,A,3.26,A,0.44,A,0.12,A,0.70,A,1.08,A
CF002,2,"GSWS08",2010,2010,4,F,11.63,14.06,A,7.50,A,33.70,A,16.79,A,0.80,A,7.56,A,0.040,A,0.034,A,0.025,A,0.005,D,0.10,A,0.10,A,0.08,D*,0.00,D,,N,,N,0.012,*,0.015,A,2.47,A,0.42,A,3.18,A,0.42,A,0.11,A,0.77,A,1.00,A
CF002,2,"GSWS08",2010,2010,5,F,9.02,11.27,A,7.50,A,35.27,A,17.41,A,0.54,A,7.76,A,0.024,A,0.022,A,0.017,A,0.002,D,0.10,A,0.09,A,0.04,D*,0.00,D,,N,,N,0.016,*,0.040,A,2.71,A,0.43,A,3.27,A,0.44,A,0.11,A,0.71,A,0.88,A
CF002,2,"GSWS08",2010,2010,6,F,12.21,14.75,A,7.41,A,34.61,A,17.19,A,0.73,A,7.45,A,0.023,A,0.021,A,0.019,A,0.002,D,0.11,A,0.12,A,0.05,D*,0.00,D,,N,,N,0.009,*,0.064,A,2.55,A,0.44,A,3.35,A,0.44,A,0.10,A,0.66,A,1.05,A
CF002,2,"GSWS08",2010,2010,7,F,1.30,1.62,A,7.60,A,42.54,A,21.86,A,0.53,A,8.62,A,0.029,A,0.028,A,0.025,A,0.001,D,0.06,A,0.05,A,0.03,D*,0.01,D,,N,,N,0.011,*,0.009,A,3.30,A,0.52,A,4.02,A,0.49,A,0.11,A,0.71,A,0.80,A
CF002,2,"GSWS08",2010,2010,8,P,0.43,0.54,A,7.61,A,48.42,A,24.83,A,0.42,A,9.11,A,0.031,A,0.030,A,0.026,A,0.001,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.002,*,0.000,*,4.31,A,0.57,A,4.38,A,0.59,A,0.10,A,0.71,A,1.19,A
CF002,2,"GSWS08",2010,2010,9,F,0.68,0.82,A,7.63,A,51.81,A,26.58,A,1.11,A,8.95,A,0.035,A,0.032,A,0.028,A,0.003,D,0.05,A,0.05,A,0.02,D*,0.01,D,,N,,N,0.031,*,0.000,*,4.78,A,0.61,A,4.73,A,0.66,A,0.11,A,0.74,A,1.85,A
CF002,2,"GSWS08",2011,2010,10,F,2.16,2.70,A,7.60,A,45.63,A,23.45,A,1.06,A,8.38,A,0.034,A,0.030,A,0.028,A,0.004,D,0.05,A,0.04,A,0.02,D*,0.01,D,,N,,N,0.015,*,0.000,*,4.12,A,0.56,A,4.35,A,0.61,A,0.11,A,0.78,A,1.82,A
CF002,2,"GSWS08",2011,2010,11,F,9.29,11.23,A,7.47,A,38.53,A,19.34,A,1.09,A,7.92,A,0.026,A,0.023,A,0.021,A,0.002,D,0.05,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.007,*,0.000,*,3.12,A,0.49,A,3.77,A,0.53,A,0.10,A,0.78,A,1.42,A
CF002,2,"GSWS08",2011,2010,12,P,25.39,31.71,A,7.31,A,33.61,A,16.61,A,4.58,A,7.30,A,0.024,A,0.019,A,0.018,A,0.005,D,0.04,A,0.05,A,0.03,D*,0.00,D,,N,,N,0.010,*,0.000,*,2.63,A,0.44,A,3.20,A,0.47,A,0.10,A,0.72,A,1.33,A
CF002,2,"GSWS08",2011,2011,1,F,21.87,27.31,A,7.23,A,30.47,A,14.60,A,27.90,A,6.96,A,0.027,A,0.019,A,0.016,A,0.009,D,0.06,A,0.04,A,0.01,D*,0.02,D,,N,,N,0.021,*,0.002,*,2.45,A,0.39,A,2.87,A,0.43,A,0.10,A,0.65,A,1.47,A
CF002,2,"GSWS08",2011,2011,2,P,3.30,3.72,A,7.40,A,33.64,A,16.19,A,1.33,A,7.57,A,0.021,A,0.018,A,0.016,A,0.003,D,0.01,*,0.02,A,0.02,D*,0.00,D*,,N,,N,0.003,*,0.000,*,2.81,A,0.39,A,3.17,A,0.46,A,0.11,A,0.66,A,1.22,A
CF002,2,"GSWS08",2011,2011,3,P,14.73,18.40,A,7.33,A,32.26,A,15.89,A,0.91,A,7.24,A,0.019,A,0.018,A,0.017,A,0.001,D,0.03,*,0.02,A,0.02,D*,0.01,D*,,N,,N,0.004,*,0.000,*,2.60,A,0.39,A,3.11,A,0.46,A,0.10,A,0.66,A,1.02,A
CF002,2,"GSWS08",2011,2011,4,P,20.79,25.12,A,7.26,A,31.05,A,15.56,A,1.34,A,7.08,A,0.020,A,0.017,A,0.015,A,0.003,D,0.04,A,0.02,A,0.02,D*,0.02,D,,N,,N,0.007,*,0.000,*,2.50,A,0.36,A,3.03,A,0.55,A,0.10,A,0.65,A,1.04,A
CF002,2,"GSWS08",2011,2011,5,P,12.48,15.59,A,7.50,A,32.97,A,16.38,A,0.50,A,7.50,A,0.016,A,0.016,A,0.017,A,0.001,D,0.02,A,0.03,A,0.01,D*,0.00,D,,N,,N,0.018,*,0.001,*,2.68,A,0.38,A,3.16,A,0.64,A,0.11,A,0.63,A,0.88,A
CF002,2,"GSWS08",2011,2011,6,F,4.38,5.29,E,7.50,A,35.69,A,17.71,A,0.55,A,7.80,A,0.019,A,0.016,A,0.018,A,0.003,D,0.02,A,0.02,A,0.01,D*,0.00,D,,N,,N,0.007,*,0.000,*,2.93,A,0.42,A,3.46,A,0.69,A,0.11,A,0.65,A,0.95,A
CF002,2,"GSWS08",2011,2011,7,F,1.31,1.64,E,7.58,A,42.91,A,21.56,A,0.48,A,8.49,A,0.025,A,0.023,A,0.022,A,0.002,D,0.03,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.007,*,0.000,*,3.75,A,0.53,A,4.09,A,0.79,A,0.11,A,0.69,A,1.16,A
CF002,2,"GSWS08",2011,2011,8,F,0.54,0.68,A,7.60,A,47.27,A,23.93,A,0.40,A,8.95,A,0.026,A,0.025,A,0.024,A,0.002,D,0.04,A,0.02,A,0.01,D*,0.02,D,,N,,N,0.010,*,0.001,*,4.37,A,0.60,A,4.37,A,0.85,A,0.10,A,0.66,A,1.27,A
CF002,2,"GSWS08",2011,2011,9,F,0.23,0.28,A,7.60,A,50.92,A,26.10,A,0.30,A,9.20,A,0.028,A,0.026,A,0.024,A,0.003,D,0.05,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.015,*,0.001,*,4.74,A,0.61,A,4.63,A,0.92,A,0.10,A,0.68,A,1.45,A
CF002,2,"GSWS08",2012,2011,10,F,0.52,0.65,E,7.60,A,51.07,A,25.79,A,0.72,A,8.72,A,0.033,A,0.031,A,0.030,A,0.002,D,0.05,*,0.05,*,0.04,D*,0.01,D*,,N,,N,0.006,*,0.001,*,5.02,A,0.57,A,4.56,A,0.90,A,0.12,A,0.69,A,2.02,A
CF002,2,"GSWS08",2012,2011,11,F,4.59,5.55,A,7.50,A,42.08,A,21.18,A,1.34,A,7.92,A,0.034,A,0.032,A,0.028,A,0.002,D,0.04,*,0.04,*,0.03,D*,0.00,D*,,N,,N,0.006,*,0.001,*,3.87,A,0.49,A,3.84,A,0.74,A,0.12,A,0.77,A,2.22,A
CF002,2,"GSWS08",2012,2011,12,P,10.11,12.62,A,7.30,I,33.60,I,17.08,I,12.37,I,7.20,I,0.033,I,0.023,I,0.020,I,0.010,ID,0.08,I,0.04,I,0.03,ID*,0.04,ID,,N,,N,0.007,I*,0.001,I*,2.87,I,0.40,I,3.23,I,0.62,I,0.11,I,0.64,I,2.14,I
CF002,2,"GSWS08",2012,2012,1,P,26.02,32.49,A,7.30,A,29.80,A,15.10,A,7.14,A,6.84,A,0.025,A,0.020,A,0.017,A,0.006,D,0.05,A,0.04,A,0.02,D*,0.01,D,,N,,N,0.012,*,0.003,*,2.52,A,0.36,A,2.86,A,0.55,A,0.10,A,0.61,A,1.45,A
CF002,2,"GSWS08",2012,2012,2,P,14.06,16.42,A,7.33,A,32.10,A,16.13,A,1.98,A,7.56,A,0.019,A,0.018,A,0.016,A,0.001,D,0.02,A,0.02,*,0.01,D*,0.00,D*,,N,,N,0.007,*,0.002,*,2.68,A,0.41,A,3.11,A,0.60,A,0.10,A,0.62,A,1.06,A
CF002,2,"GSWS08",2012,2012,3,F,23.23,29.01,A,7.31,A,29.19,A,14.91,A,11.23,A,6.76,A,0.019,A,0.016,A,0.013,A,0.003,D,0.03,A,0.01,*,0.01,D*,0.02,D*,,N,,N,0.001,*,0.000,*,2.35,A,0.37,A,2.90,A,0.56,A,0.10,A,0.56,A,1.23,A
CF002,2,"GSWS08",2012,2012,4,P,20.89,25.24,A,7.31,A,30.38,A,15.54,A,2.92,A,7.16,A,0.017,A,0.016,A,0.014,A,0.001,D,0.03,*,0.01,*,0.01,D*,0.02,D*,,N,,N,0.004,*,0.000,*,2.35,A,0.39,A,2.98,A,0.57,A,0.10,A,0.57,A,1.05,A
CF002,2,"GSWS08",2012,2012,5,P,6.10,7.62,A,7.43,A,32.61,A,16.73,A,0.47,A,7.60,A,0.018,A,0.017,A,0.016,A,0.001,D,0.01,*,0.01,*,0.01,D*,0.00,D*,,N,,N,0.004,*,0.000,*,2.70,A,0.37,A,3.15,A,0.61,A,0.10,A,0.56,A,1.15,A
CF002,2,"GSWS08",2012,2012,6,F,5.35,6.46,E,7.50,A,36.66,A,18.65,A,0.34,A,8.12,A,0.020,A,0.019,A,0.017,A,0.001,D,0.03,*,0.03,*,0.03,D*,0.00,D*,,N,,N,0.002,*,0.000,*,3.03,A,0.43,A,3.54,A,0.70,A,0.10,A,0.56,A,1.34,A
CF002,2,"GSWS08",2012,2012,7,F,2.17,2.71,E,7.50,A,40.94,A,20.82,A,0.15,A,8.56,A,0.021,A,0.020,A,0.019,A,0.001,D,0.02,A,0.02,A,0.02,D*,0.00,D,,N,,N,0.004,*,0.000,*,3.43,A,0.50,A,3.82,A,0.77,A,0.10,A,0.59,A,1.62,A
